text,label
"Se casó con su tía abuela de *NUMBER* años, enviudó y ahora exige le otorguen la pensión . Se casó con su tía abuela de *NUMBER* años, enviudó y ahora exige le otorguen la pensión El enlace había sido en *NUMBER*, cuando él tenía *NUMBER* años y estudiaba Derecho. Ella, jubilada docente, falleció en *NUMBER*. La ANSeS puso en duda el vínculo y el joven amenaza con ""llegar a la Corte Suprema"". Un joven abogado salteño que se casó con su tía abuela de *NUMBER* años y poco después enviudó, reclamó el otorgamiento de una pensión por la jubilación que cobraba la docente jubilada. Y ante un primer rechazo de la Administración Nacional de la Seguridad Social (ANSeS) que puso en duda la legitimidad del matrimonio, el hombre aseguró que llegará ""a la Corte Suprema de ser necesario"". En febrero de *NUMBER*, cuando tenía *NUMBER* años y estudiaba Derecho, Mauricio Ossola decidió casarse por civil con su tía Yolanda Torres, una docente jubilada de *NUMBER* años, que murió en abril de *NUMBER*. Ossola y Torres se casaron en ""un discreto matrimonio civil"", de acuerdo a lo explicado por el joven abogado, quien sostuvo que su casamiento ""fue una decisión noble y legítima"". ""Ella fue un sostén importante en mi vida y esa fue su última voluntad"", reconoció en una entrevista con el diario El Tribuno de Salta. Ossola vivía desde *NUMBER*, cuando se separaron sus padres en la casa de la localidad de Tres Cerritos con su madre, su hermano, su abuela y la hermana de ésta, Yolanda, con quien finalmente se casó. A mediados de *NUMBER*, tras enviudar, el joven comenzó a tramitar la pensión ante la (ANSeS) y el organismo, a su vez, envió técnicos a su barrio para realizar un informe socio ambiental. Y entre otras cosas,",0
" . Circula este video en el que por primera vez en su historia, Irán sube la bandera roja sobre la cúpula sagrada de la mezquita de Jamkaran. Esta bandera roja es un símbolo de que una guerra se aproxima para los iraníes.",1
 . Este capítulo de los Simpsons se transmitió hace 15 años en 2002. La foto real fue tomada hace unos meses ... alguien que me explique esto !!!,1
"El Crédito Hipotecario Verde de BBVA en Perú sigue marcando hitos en materia de sostenibilidad en el país. Este año las colocaciones han pasado los 120 millones de soles y la entidad financiera espera duplicar dicha cifra al cierre del 2022._x000D_ En 2020 BBVA incorporó la sostenibilidad entre sus prioridades estratégicas con el objetivo de ayudar a sus clientes en la transición hacia un futuro más verde y estimular un crecimiento inclusivo y con las mismas oportunidades para todos._x000D_ Desde ese momento, el banco ha venido sumando productos sostenibles a su portafolio y lo ha hecho de manera transversal en los tres segmentos: personas, empresas y corporaciones. Esto ha permitido que la oferta de valor del banco sea cada vez más amplia y se acomode a las necesidades y tendencias que exigen los tiempos actuales._x000D_ Así, BBVA cuenta con productos verdes vinculados a proyectos inmobiliarios, fondos de inversión sostenible, leasing sostenibles, tarjetas hechas de plástico reciclado, factoring sostenibles, financiamiento de vehículos eléctricos e híbridos, entre otros._x000D_ 12:52Audio_x000D_ BBVA Podcast_x000D_ Reproducir_x000D_ BBVA Podcast_x000D_ A la fecha, uno que está generando bastante interés es el Crédito Hipotecario Verde. Aquel que permite un financiamiento mayor o igual a S/ 300 mil e incluye un Bono Verde otorgado en favor del cliente de hasta S/25,000, de libre disponibilidad. Este crédito aplica para proyectos de viviendas financiados por BBVA con certificación EDGE o LEED, caracterizados por ser construcciones que permiten ahorrar hasta un 30% en servicios mensuales._x000D_ “A finales del 2021 lanzamos el Crédito Hipotecario Verde, fuimos el primer banco del país en lanzar un producto de ese tipo y a la fecha ya hemos superado los 120 millones de soles en colocaciones”, sostuvo Manuel Piñán, Gerente de Negocio Inmobiliario de BBVA Perú._x000D_ Además, el ejecutivo añadió que están muy orgullosos con la cifra alcanzada",0
"Como parte de su continuo proceso de digitalización, BBVA en Perú ha llegado a un acuerdo con TradeSun, empresa tecnológica líder en soluciones para el procesamiento de operaciones de comercio exterior. El objetivo es automatizar y digitalizar la documentación de sus clientes del área de Comercio Exterior para mejorar el proceso interno y, por lo tanto, ser más eficiente. BBVA será la primera entidad del sistema financiero peruano en implementar dicha tecnología._x000D_ BBVA está constantemente en la búsqueda de herramientas disruptivas e innovadoras, propias o de terceros, que utilicen la tecnología como base para poder ofrecer las mejores soluciones del mercado tanto a clientes internos como a externos._x000D_ Por ello y como parte de las iniciativas de Open Innovation, BBVA se ha asociado con TradeSun para implementar su plataforma de automatización de procesos de la operativa del comercio exterior impulsada por IA. Esta plataforma, será un apoyo para los revisores de documentos ya que les permitirá ""leer"" y verificar los documentos de las cartas de crédito de importación y exportación de una manera más rápida y ágil._x000D_ La tecnología de TradeSun es una solución integral diseñada y construida por expertos de la industria que le permitirá a BBVA cumplir con sus objetivos de una manera más eficiente, simplificar tareas y mitigar los riesgos de cumplimiento. Esta gestión repercutirá en los ejecutivos del banco, ya que podrán redistribuir su tiempo hacia actividades de mayor valor centradas en el cliente y avanzar con confianza en sus procesos comerciales._x000D_ Innovación_x000D_ BBVA AI Factory, la empresa de inteligencia artificial del banco, participa en la primera edición de SofIA, el programa de aceleración de ‘startups’ de la Universidad de Navarra (UNAV), para explorar propuestas de empresas tecnológicas orientadas a las finanzas automáticas, que ayudan a los clientes a tomar buenas decisiones financieras._x000D_ “En el banco",0
"Pedro Sánchez regresa a la actividad política sin hacer declaraciones mientras el Gobierno reclama responsabilidad a Podemos . Podemos ha decidido finalmente no pedir la comparecencia del presidente del Gobierno en funciones, Pedro Sánchez, ante el Pleno del Congreso, para que dé explicaciones sobre la gestión del Ejecutivo de la crisis del 'Open Arms', y se ha decantado por soli",0
Los precios de los productos en Colombia siguen en aumento pues la inflación al corte del primer trimestre se ubicó en 436 frente a un indicador de 156 de un año atrás es decir casi tres veces. Esto teniendo en cuenta que en marzo tuvo su mayor repunte del año quedando en 853 .Los que tienen bienes propiedas e inversiones en mercado de capitales están cubiertas por la inflación porque todo eso va subiendoPor excelencia las personas consideran a los activos como el oro los bienes inmobiliarios o las joyas en general como un buen activo con cobertura ante la inflaciónSin duda esto significa un mayor impacto en el bolsillo de los colombianos ya que el índice de Precios al Consumidor IPC registró una variación anual de 853.Por lo que con este panorama es clave ser estratégico con las finanzas personales en un contexto en el que el mercado económico está alterado y supone una afectación directa en gatos comunes que antes se hacían a un menor costo. Para eso LR consultó a expertos en asesoría financiera que se dieron a la tarea de diseñar algunos tips útiles para no afectar el bolsillo en medio de este fenómeno inflacionario impulsado por la crisis de suministro global y en consecuencia una mayor demanda que está superando la oferta.Andrés Moreno experto en finanzas indicó que lo primero que se debe gestionar es la diversificación de los ingresos e inversiones en beneficio de las lógicas del mercado actual. Lo mejor es tener diferentes tipos de ingresos tres por mínimo y algunos de ellos que se ajusten a la inflación. Normalmente una persona que tiene algún salario en una empresa se lo ajustan con la inflación dijo Moreno.En cuanto a los gastos el asesor sugirió que se debe revisar cuáles son los productos que,0
"Los alumnos de primero de la ESO de un instituto de Gijón han recibido el encargo de leer un libro plagado de mentiras nacionalistas. . Uno de los principales triunfos del nacionalismo en Cataluña fue hacerse cargo de la educación. Generaciones y generaciones de catalanes han crecido educados en el odio a España. La connivencia de los sucesivos gobiernos centrales propició una situación de la que sólo hemos comenzado a valorar alguna consecuencia. En Asturias, las tesis nacionalistas van cobrando fuerza en las últimas semanas. Alumnos de primero de la ESO de un instituto de Gijón han sido obligado a leer un libro que habla de la creación del Estado asturiano y muestra la hoja de ruta a seguir para lograrlo. La lectura lleva por título «Faer Asturias» («Hacer Asturias»). Según OKDIARIO, se trata de un relato sobre «la política lingüística y la construcción frustrada del nacionalismo asturiano». El autor es Patrick W.Zimmerman. Zimmerman desvela pronto sus tesis y asegura que Asturias es una «nación diferente a España» y el que piense lo contrario es «un españolista». «Se trata de una provincia en el noroeste de España con una historia, cultura, lengua, y una base económica diferenciada del resto de España», asegura el manual. «En el Estado español, la imposición de una visión centralizada de la identidad nacional, del ‘España una, grande y libre’ será la solución de la dictadura de Franco a los conflictos internos violentos», continúa Zimmerman, que destaca que Asturias tiene un clima y una geografía «muy diferente al quemado y árido sur de España». «La romanización de las tribus celtibéricas de Asturias y Galicia fue solo parcial (…) Fue también mínimo el influjo de la España musulmana, siendo la única muestra de presencia significativa de los moros la ocupación del puerto de Gijón», subraya. El libro",1
" . Cae una red que sustraía menores de un centro de Almería para traficar con ellos La investigación ha finalizado con la detención de 29 personas, en su mayoría marroquíes. De ellos, 26 han sido detenidos en España y tres en Francia EP Actualizado: 16/09/20",0
" . Si el Estado Islámico ‘degolla’ niños en Irak es por culpa de José María Aznar, no del Islam",1
Sorprendió el silencio de los candidatos presidenciales frente al caso de Don Carlos el conductor de una aplicación de movilidad que fue expuesto en días pasados ante las autoridades de tránsito en Manizales por parte de un concejal de esa ciudad. El episodio generó indignación nacional e incluso le costó al funcionario críticas por parte de su partido. La ciudadanía respondió con solidaridad hacia el conductor a través de una vaca con la que se recolectaron más de 60 millones que alcanzaron para pagar los comparendos y devolverle a Don Carlos su vehículo y principal herramienta de trabajo.Este caso de persecución trajo a la luz del debate público el deseo improrrogable de la ciudadanía por conocer una regulación que garantice la prestación de servicios de movilidad alternativos como aquellos que se prestan a través de las plataformas de movilidad. Ya es hora de enfrentar y responder a la realidad construyendo en conjunto una regulación y un marco jurídico con reglas de juego claras para todos los actores del mercado.La discusión sobre la regulación de las plataformas de movilidad en Colombia ha sido uno de los temas más controversiales durante los últimos años en el país. Existen opiniones divididas frente a qué se debería hacer algunos consideran que el servicio que se presta a través de ellas es ilegal y validan las medidas restrictivas otros por el contrario reconocen su importancia.Por más que traten de desacreditar la operación de las aplicaciones de movilidad las cifras demuestran su impacto positivo en la evolución de la movilidad de las ciudades y su contribución a la economía en Colombia. En 2021 nuestra aplicación cerró con más de 280.000 colombianos registrados como usuarios conductores quienes recorrieron más de 136 km a nivel nacional y generaron ingresos extras superiores a 700.000 millones. Del mismo modo Fedesarrollo,0
"Ruiz: en 4 meses hemos creado más plazas para discapacidad que PSOE en 4 años . El PSN critica que se pida el cierre de la central de ciclo combinado de Castejón sin ofrecer una alternativa para generar empleo. La candidata municipal, Laura Díez, señala a I-E que es ""pura demagogia decir que hay que cerrar la central y no pensar en l",0
"Por salud, hay que estar en el ajo . Declarada mejor fotografía. Cortesía Crooger Sighting. El fotógrafo seguía a la leona y su cría cansados por el largo recorrido bajo un fuerte sol. Un elefante apareció y quiso ayudar. Bajó su trompa para que el leoncito saltara y así poder cargarlo. ¡Cuá",1
" . El dardo de Nagore a Antonio Tejado: ""Eres machista hasta límites heavies"" Las 'perlitas' machistas de Suso en GH VIP El comentario machista en El Hormiguero que ha indignado a la audiencia Purl, el corto de Pixar contra el machismo en el trabajo que triu",0
"Un proceso de combustión es un tipo de reacción química exotérmica que origina un proceso de oxidación rápida de elementos combustibles que están formados, principalmente, por carbono e hidrógeno y en ocasiones, por azufre. A través de dicho proceso, se liberan grandes cantidades de energía térmica._x000D_ Encender una cerilla o poner en funcionamiento la cocina de gas de una vivienda son dos ejemplos de la reacción química exotérmica conocida como combustión. Además del carbono e hidrógeno y azufre, es habitual que se generen otros gases como el dióxido de carbono y elementos químicos como el carbono. El fuego, por ejemplo, no es más que una oxidación violenta de materia combustible._x000D_ La combustión es un proceso muy sencillo de llevar a cabo. Tanto es así que existen multitud de mezclas reactivas (la mayoría de ellas con el oxígeno como uno de sus componentes) en un precario equilibrio, de modo que simplemente basta con una pequeña reacción en forma de chispa para que se inicie y se propague una combustión formando un frente luminoso que conocemos como llama._x000D_ Para que cualquier combustible pueda arder se necesita una temperatura mínima que se conoce como punto de ignición. Por regla general, los materiales que son combustibles tienen un punto de ignición bajo de manera que, con aparente facilidad, entran en combustión. Sin embargo, cada combustible al quemarse genera su propia cantidad de calor, es decir, una energía calórica diferente. Actualmente esta energía es aprovechada por muchas fábricas e industrias para funcionar, además de ser el origen de la principal fuente de energía que hoy consumimos a través de los hidrocarburos._x000D_ Gracias a los combustibles fósiles, principalmente petróleo, gas natural y carbón, se obtiene la energía térmica, cuya principal cualidad es que posee un alto nivel calorífico. Desde hace más de dos siglos, coincidiendo con",0
"Las jóvenes españolas son más feministas, ellos cada vez más controladores . Este es el momento en el que varios futbolistas de Primera y Segunda División han sido detenidos por su implicación en una trama de amaño de partidos. ",0
